Year,Value,GeoCode
2016,-0.232642773,E01000383
2016,-0.168320964,E01000384
2016,0.071782435,E01000385
2016,1.081486582,E01000386
2016,-3.386038792,E01000387
2016,-1.047595538,E01000388
2016,-0.720338011,E01000389
2016,-0.300837318,E01000390
2016,0.468196356,E01000391
2016,0.041512771,E01000392
2016,-0.751005939,E01000393
2016,-0.136062202,E01000394
2016,0.20336198,E01000395
2016,-0.108326895,E01000396
2016,0.75167967,E01000398
2016,-0.322351903,E01000399
2016,0.604046374,E01000400
2016,1.424739313,E01000401
2016,-0.171031734,E01000402
2016,0.107702297,E01000403
2016,0.132737113,E01000404
2016,-0.281259595,E01000405
2016,-0.086433867,E01000406
2016,0.14962614,E01000407
2016,0.093128379,E01000408
2016,0.257388297,E01000409
2016,-0.760892335,E01000410
2016,-0.029700929,E01000411
2016,0.26041705,E01000412
2016,-0.126752334,E01000413
2016,0.317026923,E01000414
2016,0.287001572,E01000415
2016,-2.84171004,E01000416
2016,0.345872567,E01000417
2016,0.35132797,E01000418
2016,-3.996669029,E01000419
2016,0.61066795,E01000420
2016,5.851986928,E01000421
2016,0.042796114,E01000422
2016,-0.207271774,E01000423
2016,0.486721535,E01000424
2016,0.383792375,E01000425
2016,0.086187828,E01000426
2016,0.173988122,E01000427
2016,-0.066375816,E01000428
2016,-0.819774115,E01000429
2016,0.152909627,E01000430
2016,0.069463038,E01000431
2016,0.131192454,E01000432
2016,0.13816576,E01000433
2016,-0.096327126,E01000434
2016,-0.294124647,E01000435
2016,10.63984621,E01000436
2016,-3.881482486,E01000437
2016,0.470574344,E01000438
2016,-0.496463149,E01000439
2016,-12.22297495,E01000440
2016,0.266134718,E01000441
2016,0.900323566,E01000442
2016,-0.167126605,E01000443
2016,3.522876392,E01000444
2016,0.922603558,E01000445
2016,-0.47685147,E01000446
2016,0.320253169,E01000447
2016,-9.294629973,E01000448
2016,-0.247834164,E01000449
2016,0.25523584,E01000450
2016,0.76028001,E01000451
2016,-0.449452044,E01000452
2016,-0.262766739,E01000453
2016,-0.227229986,E01000454
2016,-0.771165181,E01000455
2016,-0.20372168,E01000456
2016,-0.292945692,E01000457
2016,-0.911987802,E01000458
2016,0.336279192,E01000459
2016,-0.314116468,E01000460
2016,0.488970861,E01000461
2016,0.431203245,E01000462
2016,-0.307386358,E01000463
2016,0.634617815,E01000464
2016,0.961121537,E01000465
2016,1.594932407,E01000466
2016,0.085806943,E01000467
2016,0.062460003,E01000468
2016,0.759300756,E01000469
2016,0.295968672,E01000470
2016,0.930305781,E01000471
2016,0.159855506,E01000472
2016,0.163176396,E01000473
2016,0.19722583,E01000474
2016,0.139773609,E01000475
2016,1.899408394,E01000476
2016,0.533482911,E01000477
2016,5.440985064,E01000478
2016,-0.866289338,E01000479
2016,0.344490729,E01000480
2016,0.779806063,E01000481
2016,0.019895773,E01000482
2016,0.047668256,E01000483
2016,0.530192024,E01000484
2016,-0.219667809,E01000485
2016,-0.5509409,E01000486
2016,0.581971979,E01000487
2016,0.204219333,E01000488
2016,-1.260270892,E01000489
2016,1.406495895,E01000490
2016,0.557502244,E01000491
2016,-0.210709217,E01000492
2016,-0.117735064,E01000493
2016,-0.630249795,E01000494
2016,-0.005661305,E01000495
2016,0.592082509,E01000497
2016,-89.53182247,E01000498
2016,0.054472628,E01000499
2016,0.172445788,E01000501
2016,0.027047131,E01000502
2016,-0.099313576,E01000503
2016,0.119676028,E01000504
2016,0.216924641,E01000505
2016,-0.043523132,E01000506
2016,-1.501668463,E01000507
2016,0.085503251,E01000508
2016,-0.584902658,E01000509
2016,0.115710783,E01000510
2016,-0.776688841,E01000511
2016,0.075584142,E01000512
2016,0.714300422,E01000513
2016,0.196141248,E01000514
2016,0.147804111,E01000515
2016,-0.20310328,E01000516
2016,0.800939843,E01000517
2016,0.598398909,E01000518
2016,0.138424589,E01000519
2016,3.108746186,E01000520
2016,0.367478638,E01000521
2016,0.163682446,E01000522
2016,0.030328678,E01000523
2016,0.027076303,E01000524
2016,-0.060171759,E01000525
2016,0.056618868,E01000526
2016,0.051200207,E01000527
2016,0.361985136,E01000528
2016,0.257193112,E01000530
2016,0.060233911,E01000531
2016,0.065538437,E01000532
2016,0.028127384,E01000533
2016,0.245680561,E01000534
2016,-0.013946481,E01000535
2016,0.738653164,E01000536
2016,1.89733004,E01000538
2016,-0.539423568,E01000539
2016,2.518631054,E01000540
2016,8.891826055,E01000541
2016,-0.826277743,E01000543
2016,1.748165368,E01000544
2016,0.118007196,E01000545
2016,0.195534728,E01000546
2016,-0.254442524,E01000547
2016,0.05055591,E01000548
2016,0.193152644,E01000549
2016,0.121418167,E01000550
2016,0.013935374,E01000551
2016,-0.594232615,E01000552
2016,0.169014064,E01000553
2016,-0.022380035,E01000554
2016,-0.168801483,E01000555
2016,0.269458428,E01000556
2016,2.727320682,E01000557
2016,0.01684635,E01000558
2016,0.947116574,E01000559
2016,-0.129708918,E01000560
2016,-0.011305038,E01000561
2016,0.674326896,E01000562
2016,-4.178267355,E01000563
2016,-1.040193432,E01000564
2016,-0.577328702,E01000565
2016,-0.55191343,E01000566
2016,0.176778701,E01000567
2016,0.116139302,E01000568
2016,-0.436601306,E01000569
2016,0.232651598,E01000570
2016,0.288651803,E01000571
2016,-0.437778409,E01000572
2016,-0.806930802,E01000573
2016,-0.589844756,E01000574
2016,-1.280036503,E01000575
2016,-0.439954715,E01000576
2016,0.079766395,E01000577
2016,-0.043702705,E01000578
2016,-0.018447412,E01000579
2016,0.180226904,E01000580
2016,-0.063668026,E01000581
2016,0.500532628,E01000582
2016,-0.00960745,E01000583
2016,-0.829703888,E01000584
2016,-0.290153819,E01000585
2016,0.003901649,E01000586
2016,-2.726955546,E01000587
2016,-0.479695237,E01000588
2016,0.065942076,E01000589
2016,0.6265205,E01000590
2016,0.154216346,E01000591
2016,0.241742512,E01000592
2016,0.489099542,E01000593
2016,-0.640738222,E01000594
2016,-2.252381408,E01000595
2016,0.523094444,E01000596
2016,-0.254929558,E01000599
2016,0.101119944,E01000600
2016,-0.138497641,E01000601
2016,0.204954222,E01000602
2016,0.106079705,E01000603
2016,-0.202740573,E01000604
2016,0.134188555,E01000605
2016,1.939851573,E01000606
2016,0.410087843,E01000607
2016,0.24550269,E01000608
2016,-0.698277522,E01000609
2016,0.491605234,E01000610
2016,1.085638024,E01000611
2016,-1.257603231,E01000612
2016,0.480815519,E01000613
2016,-0.324032277,E01000615
2016,0.139263227,E01000616
2016,-0.03672677,E01000617
2016,-0.008926641,E01000618
2016,0.781222855,E01000619
2016,0.034278896,E01000620
2016,-0.557403245,E01000621
2016,0.932255275,E01000622
2016,2.80475944,E01000623
2016,-0.567377082,E01000624
2016,0.438409177,E01000625
2016,-0.330206176,E01000626
2016,0.07732497,E01000627
2016,0.06908033,E01000628
2016,0.196681164,E01000629
2016,0.064347458,E01000630
2016,0.504879541,E01000631
2016,4.509737327,E01000632
2016,0.129762779,E01000633
2016,0.030379567,E01000634
2016,-0.002401637,E01000635
2016,0.081514714,E01000636
2016,-0.089121391,E01000637
2016,0.040680992,E01000638
2016,-0.00740358,E01000639
2016,0.04434774,E01000640
2016,0.101724927,E01000641
2016,0.031423268,E01000642
2016,0.057027005,E01000643
2016,0.04208009,E01000644
2016,-0.603892125,E01000645
2016,-0.038663211,E01000646
2016,0.003542054,E01000647
2016,0.039966448,E01000648
2016,0.017552164,E01000649
2016,0.021454829,E01000650
2016,0.046726267,E01000651
2016,0.01980951,E01000652
2016,-0.061958411,E01000653
2016,-0.013066452,E01000654
2016,-0.003964464,E01000655
2016,0.01762012,E01000656
2016,-0.033892095,E01000657
2016,-0.090381878,E01000658
2016,0.001334467,E01000659
2016,0.165308967,E01000661
2016,-0.030804636,E01000662
2016,0.088910483,E01000663
2016,-0.008661023,E01000664
2016,0.004818005,E01000665
2016,0.331102662,E01000666
2016,0.137003304,E01000667
2016,0.628214293,E01000668
2016,0.013215348,E01000669
2016,-0.069958141,E01000670
2016,0.020745983,E01000671
2016,0.070988119,E01000672
2016,0.005778546,E01000673
2016,0.07389265,E01000674
2016,-0.039663382,E01000675
2016,-0.010298535,E01000676
2016,0.000932196,E01000677
2016,0.002417474,E01000678
2016,-0.00071509,E01000679
2016,1.317371602,E01000680
2016,0.031194889,E01000681
2016,0.0,E01000682
2016,-0.00511887,E01000683
2016,0.0,E01000684
2016,0.960295274,E01000685
2016,-0.004649261,E01000686
2016,0.007830238,E01000687
2016,-0.004292177,E01000688
2016,-0.537489388,E01000689
2016,-0.060311884,E01000690
2016,0.424194045,E01000691
2016,0.011848531,E01000692
2016,0.132610622,E01000693
2016,0.052212181,E01000694
2016,-0.01913886,E01000695
2016,0.28217134,E01000696
2016,0.004551409,E01000697
2016,-0.008971958,E01000698
2016,0.059143892,E01000699
2016,0.006415676,E01000700
2016,-0.022778552,E01000701
2016,-0.031689887,E01000702
2016,0.016186743,E01000703
2016,0.0,E01000704
2016,0.0,E01000705
2016,0.001427937,E01000706
2016,0.0,E01000707
2016,-0.08411617,E01000708
2016,-0.000663717,E01000709
2016,-0.882254605,E01000710
2016,-0.020803109,E01000711
2016,-0.069026334,E01000712
2016,-0.236106817,E01000713
2016,-0.01704518,E01000714
2016,-0.155977879,E01000715
2016,1.865083293,E01000716
2016,0.0,E01000717
2016,0.165803856,E01000718
2016,0.000817982,E01000719
2016,-0.008658563,E01000720
2016,-0.087407302,E01000721
2016,-0.006958676,E01000722
2016,-0.145969939,E01000723
2016,0.020817788,E01000724
2016,0.00327668,E01000725
2016,0.0,E01000726
2016,-0.002724253,E01000727
2016,-0.111028036,E01000728
2016,-0.011788576,E01000729
2016,-0.18746317,E01000730
2016,0.0,E01000731
2016,0.0,E01000732
2016,0.0,E01000733
2016,0.0,E01000734
2016,0.010838418,E01000735
2016,0.0,E01000736
2016,0.033831652,E01000737
2016,-0.152842815,E01000738
2016,0.011893545,E01000739
2016,-0.027700081,E01000740
2016,-0.00405743,E01000741
2016,0.00463817,E01000742
2016,0.032201354,E01000743
2016,0.0,E01000744
2016,0.029627347,E01000745
2016,-0.001013579,E01000746
2016,-1.563615947,E01000747
2016,0.824163013,E01000748
2016,0.114279878,E01000749
2016,0.0,E01000750
2016,-0.00047914,E01000751
2016,0.0,E01000752
2016,0.004089368,E01000753
2016,-0.105375096,E01000754
2016,-0.051544013,E01000755
2016,-0.452499307,E01000756
2016,-0.091521567,E01000757
2016,1.391216569,E01000758
2016,-0.053459563,E01000759
2016,0.234747056,E01000760
2016,0.0,E01000761
2016,0.002495816,E01000762
2016,-0.009237835,E01000763
2016,-0.001535838,E01000764
2016,-0.011213766,E01000765
2016,0.077381193,E01000766
2016,-0.082860733,E01000767
2016,0.0,E01000768
2016,-0.005632884,E01000769
2016,-0.024572295,E01000770
2016,0.012105565,E01000771
2016,0.034929453,E01000772
2016,0.000490439,E01000773
2016,0.299483767,E01000774
2016,-0.323361463,E01000775
2016,-0.02252463,E01000777
2016,0.007278497,E01000778
2016,-0.113133853,E01000779
2016,0.0,E01000780
2016,0.0,E01000781
2016,0.122271761,E01000782
2016,0.0,E01000783
2016,0.016351788,E01000784
2016,-0.023636733,E01000785
2016,0.096799451,E01000786
2016,0.003002474,E01000787
2016,-0.019418723,E01000788
2016,0.0,E01000789
2016,-0.006201186,E01000790
2016,0.0,E01000791
2016,0.097478132,E01000792
2016,0.0,E01000793
2016,0.0,E01000794
2016,0.02351926,E01000795
2016,0.0,E01000796
2016,-0.050396893,E01000797
2016,0.0,E01000798
2016,0.007672557,E01000799
2016,-0.144483933,E01000800
2016,-0.235912137,E01000801
2016,0.0,E01000802
2016,0.006468448,E01000803
2016,1.262868926,E01000804
2016,-0.008660005,E01000805
2016,0.000499108,E01000806
2016,-0.001096794,E01000807
2016,0.032773839,E01000808
2016,0.000529601,E01000809
2016,-0.005681864,E01000810
2016,-0.044242854,E01000811
2016,0.0,E01000812
2016,-0.001461732,E01000813
2016,0.014900931,E01000814
2016,0.008342952,E01000815
2016,-0.007816735,E01000816
2016,-0.021727026,E01000818
2016,0.027528394,E01000819
2016,0.092778104,E01000820
2016,0.0,E01000822
2016,0.000710832,E01000823
2016,0.585299488,E01000824
2016,0.0,E01000825
2016,0.006296202,E01000826
2016,0.0,E01000827
2016,0.0,E01000828
2016,0.0,E01000829
2016,0.016580111,E01000830
2016,0.0,E01000831
2016,0.059009967,E01000832
2016,0.006136704,E01000833
2016,0.0,E01000834
2016,3.410726558,E01000835
2016,0.0,E01000836
2016,0.414164424,E01000837
2016,0.0,E01000838
2016,-0.039345302,E01000839
2016,0.002877741,E01000840
2016,0.079472557,E01000841
2016,-0.228561851,E01000842
2016,0.149564145,E01000843
2016,0.263867527,E01000844
2016,0.417581223,E01000845
2016,1.650689703,E01000846
2016,0.02773847,E01000847
2016,0.069434637,E01000848
2016,0.011131066,E01000849
2016,0.109582699,E01000850
2016,0.003350026,E01000851
2016,-0.006872258,E01000852
2016,0.599077891,E01000853
2016,0.007828591,E01000854
2016,0.022518337,E01000855
2016,-0.149570989,E01000856
2016,0.276455167,E01000857
2016,-0.24407995,E01000858
2016,0.105265328,E01000859
2016,-0.012965853,E01000860
2016,0.069231064,E01000861
2016,-0.348479398,E01000862
2016,0.289850324,E01000863
2016,-0.028297716,E01000864
2016,-0.124253468,E01000865
2016,0.060974887,E01000866
2016,-0.18386839,E01000867
2016,1.803448869,E01000868
2016,-0.013686788,E01000869
2016,0.192661955,E01000870
2016,0.064117875,E01000871
2016,0.014624315,E01000872
2016,0.16403289,E01000873
2016,-0.005398897,E01000874
2016,-0.037158332,E01000875
2016,-0.131586398,E01000876
2016,0.037220796,E01000877
2016,0.021283401,E01000878
2016,1.576425254,E01000879
2016,0.1296896,E01000880
2016,-0.261658196,E01000881
2016,-0.613793714,E01000882
2016,1.504321537,E01000883
2016,0.257428396,E01000884
2016,-0.115535304,E01000885
2016,-0.571936953,E01000886
2016,0.218185223,E01000887
2016,0.167737509,E01000888
2016,-0.091943575,E01000889
2016,-0.17089457,E01000890
2016,0.010069745,E01000891
2016,0.109246838,E01000892
2016,1.871682323,E01000893
2016,-1.624889058,E01000894
2016,0.030985457,E01000895
2016,0.182832792,E01000896
2016,0.178900635,E01000897
2016,0.005521259,E01000898
2016,-50.83188302,E01000899
2016,0.158662427,E01000900
2016,-0.025372962,E01000901
2016,-0.295264723,E01000902
2016,-0.159999104,E01000903
2016,-0.059832947,E01000904
2016,0.026142208,E01000905
2016,-0.700330717,E01000906
2016,-0.376231676,E01000907
2016,-0.500698318,E01000908
2016,0.239427398,E01000909
2016,-0.015190189,E01000910
2016,0.693549944,E01000911
2016,0.199709001,E01000912
2016,0.140523364,E01000913
2016,0.014740432,E01000914
2016,-0.120047995,E01000915
2016,-0.021856203,E01000916
2016,0.033011032,E01000917
2016,-0.00664833,E01000918
2016,0.015533837,E01000919
2016,0.973338377,E01000920
2016,0.083223338,E01000921
2016,0.028731385,E01000922
2016,-0.201367618,E01000923
2016,-1.881187456,E01000924
2016,-0.110541223,E01000925
2016,0.03592555,E01000926
2016,-0.071028691,E01000927
2016,-0.055756252,E01000928
2016,-0.23562942,E01000929
2016,-0.004627154,E01000930
2016,0.185511777,E01000931
2016,-0.309560058,E01000932
2016,0.081805457,E01000933
2016,3.563409872,E01000934
2016,-0.176852759,E01000935
2016,0.038789091,E01000936
2016,20.59842596,E01000937
2016,0.068426866,E01000938
2016,0.144069297,E01000939
2016,1.462352388,E01000940
2016,-0.146166717,E01000941
2016,-0.057014159,E01000942
2016,0.017448645,E01000943
2016,0.698638134,E01000944
2016,-0.077885015,E01000945
2016,-47.80289719,E01000946
2016,-0.020337124,E01000947
2016,-2.100084725,E01000948
2016,-0.030831247,E01000949
2016,3.174900965,E01000950
2016,0.253670498,E01000951
2016,0.083642943,E01000952
2016,0.105858965,E01000953
2016,-0.080078087,E01000954
2016,-0.146043408,E01000955
2016,-0.134012231,E01000956
2016,0.126798747,E01000957
2016,-0.019232043,E01000958
2016,0.005361596,E01000959
2016,0.008001577,E01000960
2016,-0.158917143,E01000961
2016,0.207052451,E01000962
2016,0.304596645,E01000963
2016,0.164540134,E01000964
2016,0.144969594,E01000965
2016,0.616824362,E01000966
2016,-0.32209293,E01000967
2016,-0.36282134,E01000968
2016,0.204673844,E01000969
2016,-0.135067669,E01000970
2016,-2.47716129,E01000971
2016,-0.004630002,E01000972
2016,-0.116291116,E01000973
2016,-0.004941517,E01000974
2016,0.560696068,E01000975
2016,0.007374479,E01000976
2016,0.001048003,E01000977
2016,0.004314176,E01000978
2016,-0.000674515,E01000979
2016,2.73471205,E01000980
2016,-0.005853713,E01000981
2016,-0.015553244,E01000982
2016,0.0,E01000983
2016,1.103844839,E01000984
2016,0.0,E01000985
2016,0.005277877,E01000986
2016,0.0,E01000987
2016,-0.000938162,E01000989
2016,0.0,E01000990
2016,-0.091762638,E01000991
2016,-0.007197604,E01000992
2016,0.0,E01000993
2016,0.0,E01000994
2016,0.0,E01000995
2016,0.0,E01000996
2016,0.0,E01000997
2016,-0.121108384,E01000998
2016,0.0,E01000999
2016,-0.001375951,E01001000
2016,0.0,E01001001
2016,-0.187725028,E01001002
